Joints
100
,,Tuto_joint:Head_Head_End,Tuto_joint:L_Collar_L_Humerus,,,Tuto_joint:L_Elbow_L_Wrist,Tuto_joint:L_Femur_L_Tibia,Tuto_joint:L_Foot_L_Toe,Tuto_joint:L_Humerus_L_Elbow,,Tuto_joint:L_Tibia_L_Foot,,,Tuto_joint:L_Wrist_L_Wrist_End,Tuto_joint:LowerBack_Head,,,Tuto_joint:LowerBack_L_Collar,,,Tuto_joint:LowerBack_R_Collar,,,Tuto_joint:R_Collar_R_Humerus,,,Tuto_joint:R_Elbow_R_Wrist,Tuto_joint:R_Femur_R_Tibia,Tuto_joint:R_Foot_R_Toe,Tuto_joint:R_Humerus_R_Elbow,,Tuto_joint:R_Tibia_R_Foot,,,Tuto_joint:R_Wrist_R_Wrist_End,Tuto_joint:Root_L_Femur,,,Tuto_joint:Root_LowerBack,,,Tuto_joint:Root_R_Femur,,,Tuto_joint:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
407,0,,,,,,,,,,,,,41.6561,862.88,1498.17,137.237,927.938,1240.4,172.979,718.229,1472.08,171.056,682.107,1318.02,48.2174,921.471,1425.68,392.386,886.297,1534.71,501.378,880.249,1459.7,609.867,898.918,1402.17,744.098,886.757,1355.78,855.41,823.06,1289.04,838.196,892.762,1255.58,917.984,883.004,1281.57,-108.923,810.688,1530.08,-185.41,798.507,1465.55,-306.491,771.395,1413.13,-416.527,726.147,1391.75,-514.435,617.037,1310.55,-527.848,699.492,1304.11,-585.077,633.898,1326.55,283.035,710.437,1020.58,33.3539,693.117,1022.84,292.278,913.76,1051.09,30.8171,906.913,1064.88,379.402,768.672,674.288,372.428,789.632,547.589,414.44,760.974,243.245,445.241,728.089,75.8547,334.215,763.76,84.6342,426.398,538.132,83.2171,-72.6948,772.343,839.666,-56.4644,820.757,567.738,-89.2526,869.758,414.105,-108.321,922.156,91.3672,-1.41095,960.725,77.5384,-70.1742,756.177,83.823
408,0,,,,,,,,,,,,,40.7825,862.416,1497.84,137.056,927.601,1240.26,172.775,718.1,1472.17,170.922,681.575,1318.18,48.1214,921.327,1425.61,392.165,886.055,1534.57,501.437,879.804,1459.73,609.87,898.403,1402.12,743.879,885.917,1355.72,855.306,822.116,1289.11,838.246,891.825,1255.65,917.781,882.047,1281.57,-109.036,810.8,1530.02,-185.421,798.66,1465.46,-306.613,771.509,1413.01,-416.641,726.341,1391.57,-514.541,617.274,1310.31,-527.701,699.572,1303.82,-585.25,634.175,1326.33,282.7,710.341,1020.69,33.2919,692.882,1022.77,291.993,913.79,1051.11,30.457,906.671,1064.87,379.497,768.471,674.446,372.403,789.225,547.648,414.348,760.813,243.183,445.229,728.125,75.8438,334.201,763.745,84.5529,426.422,538.122,83.1497,-72.8255,771.974,839.694,-56.4272,820.571,567.655,-89.2312,869.614,413.955,-108.338,922.151,91.3003,-1.4646,960.719,77.461,-70.1843,756.14,83.8114
409,0,,,,,,,,,,,,,40.1303,861.994,1497.56,137.102,927.307,1240.13,172.775,717.947,1472.34,170.607,680.704,1318.11,47.9753,921.283,1425.5,392.175,885.797,1534.53,501.337,879.36,1459.73,610.018,897.837,1402.15,743.769,885.138,1355.77,855.261,821.088,1289.22,838.233,890.806,1255.7,917.528,881.086,1281.6,-109.156,810.908,1529.92,-185.583,798.739,1465.36,-308.323,771.818,1413.86,-416.802,726.526,1391.36,-514.724,617.54,1310.1,-527.615,699.684,1303.59,-585.394,634.675,1326.23,282.548,710.271,1020.74,33.183,692.671,1022.75,291.686,913.749,1051.08,30.1179,906.492,1064.91,379.627,768.241,674.628,372.366,788.792,547.696,414.33,760.671,243.176,445.223,728.065,75.8679,334.208,763.706,84.5333,426.438,538.092,83.1102,-73.0455,771.654,839.661,-56.4682,820.387,567.576,-89.2905,869.51,413.934,-108.331,922.168,91.3706,-1.31921,960.724,77.6465,-70.1257,756.08,83.7359
410,0,,,,,,,,,,,,,41.047,861.417,1498.31,137.043,926.998,1240.04,175.744,717.02,1473.85,170.391,680.222,1318.24,47.8799,921.249,1425.32,392.039,885.573,1534.41,501.139,878.937,1459.64,610.013,897.209,1402.15,743.826,884.281,1355.87,855.155,820.073,1289.41,838.139,889.802,1255.65,917.474,880.004,1281.73,-109.41,811.021,1529.86,-185.72,798.798,1465.23,-308.478,771.928,1413.72,-416.968,726.729,1391.12,-514.959,617.833,1309.94,-527.575,699.896,1303.28,-585.551,634.985,1326.04,282.452,710.197,1020.79,33.0882,692.462,1022.7,291.442,913.712,1051.08,29.8181,906.309,1064.91,379.7,767.993,674.776,372.384,788.412,547.761,414.313,760.482,243.18,445.228,728.055,75.8801,334.223,763.689,84.5265,426.439,538.067,83.0582,-73.161,771.371,839.685,-56.5227,820.172,567.504,-89.3838,869.375,413.918,-108.374,922.137,91.4145,-1.38179,960.671,77.5836,-70.1712,756.084,83.7253
411,0,,,,,,,,,,,,,40.137,861.003,1497.95,137.008,926.758,1239.91,175.514,716.869,1473.92,170.252,679.78,1318.35,47.771,921.224,1425.21,391.952,885.378,1534.37,500.936,878.507,1459.62,609.808,896.534,1402.11,743.903,883.594,1355.9,855.083,819.191,1289.64,838.114,888.77,1255.74,917.57,878.927,1281.86,-109.555,811.099,1529.75,-185.772,798.898,1465.13,-308.832,772.069,1413.61,-417.124,726.922,1390.93,-515.276,618.097,1309.8,-527.513,700.083,1303.12,-585.792,635.236,1325.79,282.418,710.139,1020.78,32.9107,692.245,1022.63,291.15,913.638,1051.04,29.5248,906.107,1064.9,379.733,767.696,674.925,372.608,788.009,547.94,414.324,760.29,243.238,445.258,728.048,75.9175,334.272,763.716,84.5533,426.419,538.053,82.9492,-73.4037,771.097,839.68,-56.6684,819.953,567.516,-89.3909,869.275,413.86,-108.387,922.139,91.3996,-1.38653,960.673,77.5758,-70.2347,756.058,83.7131
412,0,,,,,,,,,,,,,39.2118,860.579,1497.56,136.938,926.406,1239.74,175.338,716.742,1474.07,170.227,679.338,1318.44,47.6332,921.223,1425.07,391.806,885.18,1534.3,500.782,878.122,1459.56,609.558,895.885,1402.05,743.69,882.877,1355.89,854.995,818.164,1289.81,838.009,887.714,1255.81,917.596,877.915,1282.11,-109.824,811.156,1529.62,-185.824,798.973,1464.96,-309.091,772.244,1413.43,-417.32,727.162,1390.75,-515.577,618.293,1309.66,-524.989,699.678,1301.05,-586.086,635.5,1325.59,282.205,710.007,1020.81,32.6494,692.003,1022.67,290.938,913.55,1051.05,29.2264,906.045,1064.96,379.762,767.329,675.015,372.811,787.591,548.115,414.406,760.099,243.359,445.182,728.03,75.8162,334.177,763.638,84.6824,426.458,538.029,82.8801,-73.5723,770.93,839.701,-56.888,819.713,567.514,-89.4381,869.177,413.846,-108.366,922.14,91.3569,-1.35849,960.665,77.6478,-70.1742,755.991,83.6467
413,0,,,,,,,,,,,,,38.239,859.989,1497.06,136.912,926.045,1239.67,175.218,716.622,1474.22,170.702,678.582,1318.52,47.4055,921.273,1424.97,391.665,885.002,1534.29,500.564,877.739,1459.5,609.645,895.449,1402.16,743.414,882.109,1355.86,854.872,817.236,1289.93,838.04,886.79,1255.94,917.397,876.945,1282.19,-110.004,811.237,1529.48,-185.847,799.078,1464.85,-309.358,772.384,1413.34,-417.61,727.376,1390.54,-515.925,618.505,1309.56,-525.137,699.903,1300.83,-586.335,635.834,1325.44,281.916,709.904,1020.81,32.4066,691.763,1022.68,290.813,913.457,1051.03,28.9542,905.87,1064.89,379.599,766.914,674.964,372.841,787.181,548.112,414.478,759.862,243.439,445.173,728.028,75.8351,334.18,763.637,84.789,426.442,538.028,82.792,-73.7747,770.742,839.746,-57.0853,819.492,567.535,-89.5208,869.051,413.813,-108.416,922.114,91.4386,-1.40265,960.646,77.6306,-70.2897,756.03,83.6813
414,0,,,,,,,,,,,,,37.3768,859.747,1496.96,136.824,925.721,1239.56,175.126,716.478,1474.43,170.063,678.599,1318.63,47.2168,921.301,1424.91,391.564,884.814,1534.28,500.437,877.359,1459.51,609.28,894.937,1402.03,743.208,881.261,1355.92,854.608,816.311,1290.05,837.946,885.906,1256.02,917.269,875.982,1282.23,-110.184,811.336,1529.37,-186.161,799.123,1464.83,-307.725,772.228,1412.1,-417.849,727.626,1390.37,-516.249,618.75,1309.46,-525.326,700.152,1300.68,-586.629,636.203,1325.35,281.798,709.688,1020.9,32.2073,691.599,1022.78,290.654,913.296,1051.05,28.6816,905.636,1064.83,379.579,766.459,675.028,373.007,786.737,548.256,414.51,759.615,243.464,445.238,728.045,75.8919,334.263,763.652,84.8168,426.438,538.004,82.7442,-73.8989,770.611,839.723,-57.2238,819.319,567.535,-89.5741,869.018,413.791,-108.401,922.097,91.4096,-1.37553,960.648,77.6812,-70.2614,755.97,83.6426
415,0,,,,,,,,,,,,,36.5767,859.394,1496.8,136.748,925.36,1239.55,175.134,716.336,1474.63,169.827,678.421,1318.63,47.066,921.407,1424.92,391.497,884.599,1534.31,500.246,876.97,1459.51,609.34,894.47,1402.11,743.184,880.563,1356.01,854.268,815.292,1290.07,837.694,884.951,1255.98,917.023,874.884,1282.2,-110.44,811.41,1529.26,-186.416,799.167,1464.72,-307.907,772.359,1412.01,-418.084,727.857,1390.25,-516.521,619.025,1309.37,-525.486,700.392,1300.54,-586.939,636.529,1325.26,281.574,709.466,1020.93,31.9431,691.368,1022.82,290.498,913.118,1051.05,28.4921,905.519,1064.88,379.418,765.91,675.005,373.177,786.196,548.417,414.625,759.4,243.563,445.209,728.023,75.87,334.239,763.618,84.9485,426.444,537.983,82.6548,-74.0417,770.471,839.73,-57.4466,819.162,567.609,-89.6398,868.952,413.793,-108.348,922.12,91.3583,-1.28586,960.637,77.8143,-70.281,755.97,83.6029
416,0,,,,,,,,,,,,,35.644,859.046,1496.56,136.784,925.098,1239.48,174.958,716.208,1474.74,169.578,678.334,1318.63,46.9031,921.506,1424.92,391.439,884.362,1534.37,500.224,876.59,1459.56,609.166,893.771,1402.09,743.202,879.889,1356.15,853.759,814.282,1289.73,837.627,884.023,1256.05,916.942,874.053,1282.34,-110.696,811.471,1529.21,-186.84,799.181,1464.7,-308.118,772.49,1411.96,-418.386,728.058,1390.18,-516.779,619.261,1309.32,-525.83,700.646,1300.45,-587.382,636.633,1325.18,281.321,709.224,1021,31.6907,691.289,1022.84,290.422,912.891,1051.06,28.3778,905.4,1064.84,379.233,765.468,674.949,373.325,785.548,548.563,414.733,759.156,243.602,445.196,728.018,75.8512,334.236,763.593,85.0437,426.433,537.965,82.5865,-74.2348,770.415,839.733,-57.5727,819.047,567.58,-89.7015,868.879,413.773,-108.39,922.057,91.3946,-1.31578,960.612,77.7665,-70.3232,755.967,83.5933
417,0,,,,,,,,,,,,,34.6581,858.557,1496.23,136.774,924.902,1239.44,174.804,716.11,1474.86,169.608,678.06,1318.59,46.6801,921.518,1424.89,391.429,884.13,1534.45,500.303,876.205,1459.7,609.143,893.173,1402.21,743.017,879.224,1356.2,853.917,813.451,1290.1,837.746,883.191,1256.33,917.008,872.902,1282.53,-110.995,811.504,1529.14,-187.195,799.246,1464.69,-308.29,772.643,1411.89,-418.602,728.256,1390.15,-516.943,619.516,1309.26,-526.134,700.943,1300.4,-587.658,636.959,1325.13,281.055,708.873,1021.03,31.4117,691.117,1022.85,290.311,912.627,1051.08,28.2706,905.246,1064.88,379.169,764.941,674.98,373.261,784.92,548.495,414.845,758.929,243.728,445.218,728.004,75.8999,334.28,763.612,85.1804,426.415,537.948,82.4747,-74.3938,770.37,839.702,-57.7388,818.946,567.643,-89.7903,868.846,413.79,-108.389,922.103,91.4082,-1.31308,960.608,77.784,-70.2894,755.958,83.587
418,0,,,,,,,,,,,,,33.7127,858.317,1496.11,136.789,924.68,1239.47,174.476,715.957,1474.85,169.031,678.133,1318.65,46.552,921.661,1424.98,391.361,883.855,1534.52,500.219,875.823,1459.8,609.245,892.644,1402.39,742.74,878.544,1356.21,854.186,812.813,1290.72,837.631,882.299,1256.4,917.038,872.023,1282.72,-112.324,811.722,1529.46,-187.479,799.302,1464.67,-310.345,773.028,1412.92,-418.837,728.445,1390.13,-517.252,619.741,1309.21,-528.378,701.664,1301.32,-587.994,637.47,1325.16,280.892,708.537,1021.11,31.1102,690.955,1022.82,290.289,912.31,1051.1,28.1952,905.1,1064.88,379.226,764.402,675.115,373.155,784.309,548.412,414.965,758.7,243.816,445.156,727.971,75.8258,334.214,763.543,85.3177,426.426,537.933,82.416,-74.5835,770.34,839.747,-57.8398,818.893,567.647,-89.7969,868.815,413.758,-108.378,922.089,91.4072,-1.34886,960.593,77.7497,-70.3131,755.928,83.5856
419,0,,,,,,,,,,,,,32.7408,857.851,1495.79,136.802,924.529,1239.46,174.229,715.807,1474.88,168.946,677.79,1318.52,46.3384,921.766,1425.02,391.257,883.572,1534.59,499.702,875.283,1459.74,609.204,892.075,1402.52,742.716,877.708,1356.43,853.895,811.921,1290.74,837.806,881.57,1256.66,916.957,871.22,1282.84,-111.555,811.582,1529.18,-187.768,799.356,1464.67,-310.576,773.197,1412.89,-419.077,728.64,1390.09,-517.521,620.002,1309.16,-528.896,702.004,1301.36,-588.216,637.647,1324.97,280.732,708.26,1021.19,30.8746,690.834,1022.82,290.099,911.885,1051.11,28.1114,904.99,1064.91,379.609,763.809,675.41,373.044,783.728,548.414,415.061,758.444,243.841,445.17,727.951,75.8639,334.253,763.552,85.3995,426.409,537.951,82.313,-74.7363,770.316,839.709,-57.9324,818.832,567.646,-89.8339,868.775,413.731,-108.389,922.073,91.425,-1.26706,960.583,77.8577,-70.3121,755.947,83.5565
420,0,,,,,,,,,,,,,31.7887,857.595,1495.65,136.743,924.369,1239.51,173.905,715.676,1474.84,168.345,677.856,1318.58,46.2027,921.83,1425.07,391.128,883.269,1534.66,499.961,874.928,1459.99,609.206,891.572,1402.67,742.603,876.929,1356.47,853.581,810.997,1290.75,837.537,880.732,1256.67,916.651,870.26,1282.85,-111.802,811.606,1529.19,-188.013,799.42,1464.71,-310.831,773.308,1412.89,-419.301,728.828,1390.08,-517.799,620.265,1309.11,-529.156,702.254,1301.41,-588.501,637.971,1324.89,280.445,707.891,1021.18,30.5981,690.674,1022.75,290.121,911.476,1051.11,28.1193,904.845,1064.89,379.711,763.222,675.55,372.919,783.202,548.381,415.211,758.211,243.979,445.149,727.945,75.8573,334.238,763.532,85.5835,426.419,537.952,82.2435,-74.9467,770.289,839.666,-58.0552,818.806,567.669,-89.8888,868.777,413.744,-108.406,922.061,91.4368,-1.40272,960.578,77.7097,-70.3487,755.959,83.5593
421,0,,,,,,,,,,,,,27.1062,857.825,1492.72,136.706,924.242,1239.58,167.198,717.472,1472.43,168.435,677.689,1318.48,45.988,921.888,1425.13,390.931,882.944,1534.7,499.885,874.495,1460.11,609.068,891.009,1402.77,742.479,876.288,1356.52,853.433,810.21,1290.9,837.368,879.834,1256.76,916.723,869.325,1283.02,-112.951,811.762,1529.51,-188.311,799.469,1464.71,-309.119,773.095,1411.73,-419.539,729.036,1390.1,-518.196,620.558,1309.06,-527.25,702.047,1300.26,-588.813,638.276,1324.82,280.197,707.461,1021.24,30.3462,690.581,1022.74,290.101,911.039,1051.13,27.9912,904.776,1064.94,379.693,762.686,675.636,373.017,782.813,548.538,415.268,758.006,244.057,445.199,727.952,75.8841,334.308,763.575,85.6391,426.392,537.944,82.1435,-75.1385,770.293,839.693,-58.1575,818.789,567.662,-89.9166,868.806,413.732,-108.397,922.1,91.4101,-1.40532,960.559,77.7244,-70.3748,755.952,83.576
422,0,,,,,,,,,,,,,29.8173,856.807,1495.23,136.605,924.143,1239.64,173.493,715.471,1474.9,167.919,677.903,1318.61,45.8357,921.898,1425.18,390.756,882.588,1534.75,499.618,874,1460.13,608.958,890.478,1402.87,742.443,875.716,1356.63,853.303,809.465,1291.09,837.366,879.048,1256.95,916.471,868.263,1283.12,-112.209,811.608,1529.23,-188.551,799.507,1464.77,-309.335,773.211,1411.77,-419.794,729.218,1390.13,-518.515,620.847,1308.98,-527.481,702.276,1300.28,-589.115,638.572,1324.82,279.893,707.13,1021.33,30.0426,690.467,1022.68,290.165,910.626,1051.16,28.1022,904.641,1064.97,379.498,762.165,675.618,373.27,782.361,548.815,415.263,757.801,244.055,445.128,727.935,75.8284,334.235,763.524,85.6644,426.381,537.94,82.0846,-75.433,770.309,839.715,-58.2378,818.827,567.645,-89.9646,868.84,413.749,-108.366,922.057,91.4179,-1.37477,960.555,77.7333,-70.3304,755.95,83.5424
423,0,,,,,,,,,,,,,25.1674,857.218,1492.29,136.505,924.088,1239.67,166.622,717.269,1472.37,167.504,677.719,1318.56,45.668,921.904,1425.17,390.48,882.211,1534.76,499.311,873.511,1460.21,608.915,889.93,1402.99,742.327,875.053,1356.78,854.21,809.164,1291.79,837.297,878.345,1257.12,916.494,867.567,1283.38,-112.399,811.623,1529.24,-188.817,799.545,1464.74,-311.52,773.628,1412.94,-420.102,729.371,1390.13,-518.841,621.117,1308.89,-527.729,702.521,1300.31,-589.403,638.827,1324.77,279.677,706.689,1021.37,29.7395,690.422,1022.65,290.199,910.188,1051.15,28.078,904.528,1064.91,379.271,761.573,675.525,373.548,781.802,549.044,415.228,757.674,244.032,445.153,727.901,75.8531,334.284,763.54,85.5997,426.363,537.91,81.9789,-75.5738,770.351,839.683,-58.3266,818.855,567.654,-90.0963,868.887,413.821,-108.432,922.058,91.4706,-1.41651,960.543,77.7082,-70.2977,755.92,83.5027
424,0,,,,,,,,,,,,,24.2339,856.661,1491.99,136.378,924.047,1239.75,166.416,717.014,1472.32,167.335,677.295,1318.38,45.4324,921.902,1425.23,390.186,881.844,1534.78,499.137,873.086,1460.35,609.28,889.659,1403.45,742.138,874.354,1356.87,853.242,808.088,1291.57,837.154,877.537,1257.25,916.327,866.701,1283.48,-112.635,811.615,1529.28,-189.16,799.584,1464.74,-309.898,773.463,1411.86,-420.395,729.521,1390.16,-518.911,621.725,1308.57,-527.992,702.751,1300.31,-589.702,639.076,1324.72,279.54,706.194,1021.46,29.4969,690.373,1022.64,290.142,909.714,1051.13,28.1496,904.457,1064.9,379.013,760.978,675.447,373.767,781.171,549.272,415.193,757.531,244.033,445.188,727.901,75.8979,334.336,763.567,85.5664,426.359,537.904,81.9154,-75.8214,770.414,839.736,-58.4452,818.917,567.667,-90.1119,868.932,413.797,-108.44,922.081,91.4508,-1.30331,960.556,77.8085,-70.4,755.935,83.5432
425,0,,,,,,,,,,,,,23.1381,856.423,1491.74,136.312,924.035,1239.8,165.936,717.01,1472.24,166.805,677.48,1318.43,45.2766,921.902,1425.27,390.052,881.524,1534.86,499.188,872.705,1460.54,608.724,888.831,1403.25,742.061,873.647,1357.01,853.015,807.309,1291.57,837.119,876.87,1257.42,916.295,865.77,1283.7,-112.862,811.629,1529.26,-189.42,799.605,1464.74,-310.121,773.583,1411.9,-420.688,729.659,1390.18,-519.105,621.971,1308.52,-528.257,702.984,1300.31,-589.948,639.293,1324.68,279.352,705.718,1021.49,29.2265,690.316,1022.63,290.173,909.323,1051.18,28.1328,904.402,1064.9,378.784,760.314,675.421,373.634,780.596,549.209,415.2,757.366,244.085,445.117,727.891,75.8503,334.272,763.558,85.6137,426.311,537.892,81.7975,-76.0601,770.485,839.769,-58.5586,818.939,567.693,-90.2362,868.939,413.85,-108.345,922.084,91.3258,-1.34843,960.544,77.777,-70.4201,755.973,83.5571
426,0,,,,,,,,,,,,,22.1703,855.913,1491.38,136.201,924.05,1239.84,165.678,716.934,1472.21,166.872,676.953,1318.46,45.0635,921.912,1425.35,389.951,881.221,1534.94,499.211,872.353,1460.72,608.443,888.297,1403.29,742.085,872.987,1357.19,852.785,806.513,1291.65,836.94,876.182,1257.53,916.15,864.816,1283.64,-113.067,811.64,1529.27,-189.759,799.679,1464.72,-310.373,773.686,1411.97,-420.961,729.837,1390.2,-519.408,622.197,1308.5,-529.038,703.378,1300.59,-590.185,639.472,1324.61,279.218,705.184,1021.5,28.9184,690.157,1022.57,290.194,908.906,1051.15,28.2151,904.351,1064.86,378.707,759.656,675.481,373.471,780.096,549.133,415.139,757.186,244.088,445.12,727.897,75.8901,334.282,763.559,85.597,426.312,537.89,81.7445,-76.3056,770.568,839.786,-58.6755,818.988,567.689,-90.2652,868.951,413.804,-108.407,922.069,91.4093,-1.26484,960.535,77.8238,-70.4254,755.931,83.5283
427,0,,,,,,,,,,,,,21.1643,855.734,1491.19,136.049,924.035,1239.89,165.309,716.971,1472.21,166.188,677.208,1318.45,44.9528,921.844,1425.31,389.915,880.957,1535.04,499.137,872.013,1460.83,608.341,887.866,1403.41,742.015,872.381,1357.3,852.561,805.746,1291.73,836.844,875.466,1257.66,916.022,864.217,1283.87,-113.229,811.677,1529.24,-189.927,799.738,1464.74,-310.672,773.817,1411.96,-421.236,729.995,1390.17,-519.657,622.417,1308.46,-529.072,703.571,1300.4,-590.453,639.65,1324.56,279.056,704.845,1021.58,28.5536,690.019,1022.6,290.119,908.449,1051.14,28.2776,904.259,1064.83,378.917,759.06,675.684,373.312,779.628,549.01,415.124,757.033,244.13,445.103,727.864,75.9121,334.281,763.555,85.6136,426.279,537.86,81.6666,-76.6167,770.627,839.86,-58.7896,819.026,567.724,-90.3153,868.981,413.828,-108.428,922.045,91.427,-1.29879,960.514,77.8315,-70.4499,755.943,83.5134
428,0,,,,,,,,,,,,,20.1901,855.423,1490.94,135.918,924.043,1239.96,165.007,717.002,1472.3,165.956,677.009,1318.55,44.7989,921.861,1425.36,389.822,880.693,1535.12,499.063,871.621,1460.92,608.254,887.458,1403.55,741.794,871.805,1357.38,852.269,805.041,1291.73,836.642,874.755,1257.74,915.877,863.38,1283.98,-113.418,811.711,1529.18,-190.12,799.813,1464.72,-310.913,773.946,1411.97,-421.479,730.149,1390.2,-520.181,622.315,1308.68,-529.259,703.744,1300.37,-590.755,639.917,1324.54,278.799,704.43,1021.61,28.2527,689.927,1022.65,290.134,908.013,1051.15,28.2862,904.253,1064.82,378.902,758.63,675.809,373.143,779.245,548.987,415.07,756.876,244.152,445.037,727.833,75.764,334.198,763.494,85.5844,426.258,537.846,81.6521,-76.849,770.739,839.842,-58.9166,819.066,567.739,-90.3568,869.019,413.832,-108.422,922.041,91.4165,-1.39328,960.537,77.7624,-70.3937,755.893,83.4495
429,0,,,,,,,,,,,,,19.1764,855.075,1490.72,135.79,924.022,1239.98,164.818,717.094,1472.47,165.656,676.851,1318.59,44.4805,921.805,1425.34,389.718,880.46,1535.22,498.869,871.262,1460.98,608.247,887.044,1403.69,741.583,871.256,1357.5,852.079,804.412,1291.93,836.677,874.129,1257.94,915.786,862.667,1284.13,-113.625,811.752,1529.2,-190.306,799.891,1464.74,-311.084,774.079,1411.93,-421.75,730.302,1390.19,-520.471,622.477,1308.66,-529.333,703.898,1300.25,-591.023,640.227,1324.53,278.494,703.967,1021.56,27.9091,689.824,1022.7,290.15,907.56,1051.12,28.3308,904.228,1064.8,378.932,758.232,675.978,372.97,778.788,548.928,414.999,756.736,244.192,445.145,727.852,75.9423,334.339,763.579,85.5545,426.258,537.837,81.5864,-77.0759,770.842,839.875,-59.0452,819.072,567.769,-90.3935,869.041,413.819,-108.418,922.095,91.4591,-1.29738,960.539,77.8318,-70.4483,755.921,83.4914
430,0,,,,,,,,,,,,,18.2049,854.829,1490.4,135.606,924.005,1240.05,164.509,717.138,1472.61,165.538,676.83,1318.68,44.4485,921.873,1425.36,389.663,880.179,1535.33,498.561,870.913,1460.97,608.179,886.629,1403.82,741.4,870.738,1357.64,851.753,803.707,1292.02,836.452,873.537,1257.96,915.796,861.944,1284.31,-113.811,811.8,1529.19,-190.441,799.94,1464.64,-311.393,774.212,1411.95,-421.96,730.46,1390.19,-520.736,622.663,1308.61,-529.429,704.065,1300.21,-591.271,640.451,1324.49,278.046,703.532,1021.47,27.7201,689.752,1022.71,290.279,907.184,1051.12,28.3609,904.165,1064.79,378.678,757.775,675.929,372.807,778.402,548.904,414.909,756.583,244.195,445.066,727.847,75.8536,334.246,763.537,85.5224,426.256,537.85,81.5238,-77.3261,770.888,839.903,-59.203,819.103,567.826,-90.5003,869.083,413.866,-108.428,922.036,91.4292,-1.29724,960.516,77.8358,-70.4103,755.917,83.441
431,0,,,,,,,,,,,,,17.1872,854.47,1490.19,135.602,923.955,1240.06,164.284,717.178,1472.75,165.306,676.802,1318.76,44.2248,921.812,1425.4,389.505,879.908,1535.39,498.259,870.555,1461.01,608.252,886.255,1404,741.166,870.058,1357.73,851.628,803.167,1292.24,836.255,872.799,1258.02,915.666,861.24,1284.44,-113.915,811.844,1529.15,-190.599,800.023,1464.66,-311.595,774.352,1411.9,-422.171,730.608,1390.14,-521.084,622.852,1308.59,-529.58,704.214,1300.15,-591.559,640.669,1324.47,277.822,703.133,1021.5,27.5006,689.719,1022.78,290.429,906.812,1051.17,28.3375,904.181,1064.77,378.444,757.263,675.841,372.83,778.03,549.006,414.817,756.453,244.22,445.103,727.857,75.9094,334.296,763.569,85.4742,426.238,537.83,81.4925,-77.5772,770.961,839.959,-59.3,819.099,567.811,-90.5868,869.073,413.891,-108.437,922.069,91.4078,-1.25613,960.516,77.8639,-70.4438,755.92,83.4735
432,0,,,,,,,,,,,,,16.1689,854.047,1489.99,135.5,923.933,1240.12,164.049,717.052,1472.79,164.987,676.687,1318.78,43.9439,921.794,1425.46,389.423,879.631,1535.47,497.999,870.207,1461,607.944,885.703,1403.95,740.997,869.506,1357.8,851.487,802.541,1292.36,836.127,872.139,1258.12,915.615,860.599,1284.59,-114.1,811.881,1529.19,-190.806,800.089,1464.64,-313.674,774.771,1413,-422.398,730.762,1390.16,-521.359,623.008,1308.57,-529.806,704.375,1300.17,-591.83,640.898,1324.49,277.573,702.779,1021.46,27.3439,689.749,1022.79,290.426,906.422,1051.19,28.3215,904.115,1064.73,378.153,756.75,675.781,372.89,777.613,549.112,414.73,756.291,244.201,445.018,727.82,75.8821,334.209,763.518,85.4543,426.213,537.835,81.4764,-77.4115,770.922,840.254,-59.4769,819.075,567.825,-90.6501,869.083,413.868,-108.444,922.051,91.4586,-1.3564,960.521,77.8025,-70.4684,755.884,83.4752
